#queryIndex	queryItem	stringId	preferredName	annotation
78	Protein S100-B	9606.ENSP00000291700	S100B	Protein S100-B; Weakly binds calcium but binds zinc very tightly-distinct binding sites with different affinities exist for both ions on each monomer. Physiological concentrations of potassium ion antagonize the binding of both divalent cations, especially affecting high-affinity calcium-binding sites. Binds to and initiates the activation of STK38 by releasing autoinhibitory intramolecular interactions within the kinase. Interaction with AGER after myocardial infarction may play a role in myocyte apoptosis by activating ERK1/2 and p53/TP53 signaling. Could assist ATAD3A cytoplasmic pr [...] 
79	Thioredoxin-related transmembrane protein 4	9606.ENSP00000246024	TMX4	Thioredoxin related transmembrane protein 4.
80	Phosphotriesterase-related protein	9606.ENSP00000367239	PTER	Phosphotriesterase-related protein; Phosphotriesterase related; Belongs to the metallo-dependent hydrolases superfamily. Phosphotriesterase family.
81	Melanotransferrin	9606.ENSP00000296350	MELTF	Melanotransferrin; Involved in iron cellular uptake. Seems to be internalized and then recycled back to the cell membrane. Binds a single atom of iron per subunit. Could also bind zinc.
82	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	9606.ENSP00000457513	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial; Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol- cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives tran [...] 
83	Pleckstrin homology domain-containing family O member 2	9606.ENSP00000358120	PLEKHO1	Pleckstrin homology domain-containing family O member 1; Plays a role in the regulation of the actin cytoskeleton through its interactions with actin capping protein (CP). May function to target CK2 to the plasma membrane thereby serving as an adapter to facilitate the phosphorylation of CP by protein kinase 2 (CK2). Appears to target ATM to the plasma membrane. Appears to also inhibit tumor cell growth by inhibiting AKT-mediated cell-survival. Also implicated in PI3K-regulated muscle differentiation, the regulation of AP-1 activity (plasma membrane bound AP-1 regulator that translocat [...] 
85	Proteasome subunit beta type-9	9606.ENSP00000363993	PSMB9	Proteasome subunit beta type-9; The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. This subunit is involved in antigen processing to generate class I binding peptides. Replacement of PSMB6 by PSMB9 increases the capacity of the immunoproteasome to cleave model peptides after hydrophobic and basic residues.
86	SUMO-activating enzyme subunit 1	9606.ENSP00000270225	SAE1	SUMO-activating enzyme subunit 1, N-terminally processed; The heterodimer acts as an E1 ligase for SUMO1, SUMO2, SUMO3, and probably SUMO4. It mediates ATP-dependent activation of SUMO proteins followed by formation of a thioester bond between a SUMO protein and a conserved active site cysteine residue on UBA2/SAE2.
87	Proteasome activator complex subunit 2	9606.ENSP00000216802	PSME2	Proteasome activator complex subunit 2; Implicated in immunoproteasome assembly and required for efficient antigen processing. The PA28 activator complex enhances the generation of class I binding peptides by altering the cleavage pattern of the proteasome.
88	MOB kinase activator 1A	9606.ENSP00000379364	MOB1A	MOB kinase activator 1A; Activator of LATS1/2 in the Hippo signaling pathway which plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein STK3/MST2 and STK4/MST1, in complex with its regulatory protein SAV1, phosphorylates and activates LATS1/2 in complex with its regulatory protein MOB1, which in turn phosphorylates and inactivates YAP1 oncoprotein and WWTR1/TAZ. Phosphorylation of YAP1 by LATS1/2 inhibits its translocation into the nucleus to regulate cellu [...] 
89	TBC1 domain family member 17	9606.ENSP00000221543	TBC1D17	TBC1 domain family member 17; Probable GTPase-activating protein for Rab8; its transient association with Rab8 is mediated by OPTN. Inhibits Rab8-mediated endocytic trafficking, such as of transferrin receptor (TfR) and reduces Rab8 recruitnment to tubules emanating from the endocytic recycling compartment (ERC). Involved in regulation of autophagy. Mediates inhibition of autophagy caused by the OPTN variant GLC1E LYS- 50; the function requires its catalytic activity, however, the involved Rab is not known.
90	ERO1-like protein alpha	9606.ENSP00000379042	ERO1A	ERO1-like protein alpha; Oxidoreductase involved in disulfide bond formation in the endoplasmic reticulum. Efficiently reoxidizes P4HB/PDI, the enzyme catalyzing protein disulfide formation, in order to allow P4HB to sustain additional rounds of disulfide formation. Following P4HB reoxidation, passes its electrons to molecular oxygen via FAD, leading to the production of reactive oxygen species (ROS) in the cell. Required for the proper folding of immunoglobulins. Involved in the release of the unfolded cholera toxin from reduced P4HB/PDI in case of infection by V.cholerae, thereby pla [...] 
91	V-type proton ATPase catalytic subunit A	9606.ENSP00000273398	ATP6V1A	V-type proton ATPase catalytic subunit A; Catalytic subunit of the peripheral V1 complex of vacuolar ATPase. V-ATPase vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells. In aerobic conditions, involved in intracellular iron homeostasis, thus triggering the activity of Fe(2+) prolyl hydroxylase (PHD) enzymes, and leading to HIF1A hydroxylation and subsequent proteasomal degradation. May play a role in neurite development and synaptic connectivity ; Belongs to the ATPase alpha/beta chains family.
92	2'-5'-oligoadenylate synthase 3	9606.ENSP00000228928	OAS3	2'-5'-oligoadenylate synthase 3; Interferon-induced, dsRNA-activated antiviral enzyme which plays a critical role in cellular innate antiviral response. In addition, it may also play a role in other cellular processes such as apoptosis, cell growth, differentiation and gene regulation. Synthesizes preferentially dimers of 2'-5'-oligoadenylates (2-5A) from ATP which then bind to the inactive monomeric form of ribonuclease L (RNase L) leading to its dimerization and subsequent activation. Activation of RNase L leads to degradation of cellular as well as viral RNA, resulting in the inhibi [...] 
93	Interferon-stimulated gene 20 kDa protein	9606.ENSP00000306565	ISG20	Interferon-stimulated gene 20 kDa protein; Interferon-induced antiviral exoribonuclease that acts on single-stranded RNA and also has minor activity towards single-stranded DNA. Exhibits antiviral activity against RNA viruses including hepatitis C virus (HCV), hepatitis A virus (HAV) and yellow fever virus (YFV) in an exonuclease-dependent manner. May also play additional roles in the maturation of snRNAs and rRNAs, and in ribosome biogenesis.
94	Hydroxymethylglutaryl-CoA lyase, mitochondrial	9606.ENSP00000363614	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial; Mitochondrial 3-hydroxymethyl-3-methylglutaryl-CoA lyase that catalyzes a cation-dependent cleavage of (S)-3-hydroxy-3- methylglutaryl-CoA into acetyl-CoA and acetoacetate, a key step in ketogenesis. Terminal step in leucine catabolism. Ketone bodies (beta- hydroxybutyrate, acetoacetate and acetone) are essential as an alternative source of energy to glucose, as lipid precursors and as regulators of metabolism.
95	Inorganic pyrophosphatase 2, mitochondrial	9606.ENSP00000343885	PPA2	Inorganic pyrophosphatase 2, mitochondrial; Hydrolyzes inorganic pyrophosphate. This activity is essential for correct regulation of mitochondrial membrane potential, and mitochondrial organization and function ; Belongs to the PPase family.
96	Autophagy protein 5	9606.ENSP00000358072	ATG5	Autophagy protein 5; Involved in autophagic vesicle formation. Conjugation with ATG12, through a ubiquitin-like conjugating system involving ATG7 as an E1-like activating enzyme and ATG10 as an E2-like conjugating enzyme, is essential for its function. The ATG12-ATG5 conjugate acts as an E3- like enzyme which is required for lipidation of ATG8 family proteins and their association to the vesicle membranes. Involved in mitochondrial quality control after oxidative damage, and in subsequent cellular longevity. Plays a critical role in multiple aspects of lymphocyte development and is ess [...] 
97	Extended synaptotagmin-1	9606.ENSP00000267113	ESYT1	Extended synaptotagmin-1; Binds glycerophospholipids in a barrel-like domain and may play a role in cellular lipid transport (By similarity). Binds calcium (via the C2 domains) and translocates to sites of contact between the endoplasmic reticulum and the cell membrane in response to increased cytosolic calcium levels. Helps tether the endoplasmic reticulum to the cell membrane and promotes the formation of appositions between the endoplasmic reticulum and the cell membrane; Belongs to the extended synaptotagmin family.
98	Protein RER1	9606.ENSP00000475168	RER1	Protein RER1; Involved in the retrieval of endoplasmic reticulum membrane proteins from the early Golgi compartment; Belongs to the RER1 family.
99	Actin-related protein 2	9606.ENSP00000367220	ACTR2	Actin-related protein 2; ATP-binding component of the Arp2/3 complex, a multiprotein complex that mediates actin polymerization upon stimulation by nucleation-promoting factor (NPF). The Arp2/3 complex mediates the formation of branched actin networks in the cytoplasm, providing the force for cell motility. Seems to contact the pointed end of the daughter actin filament. In addition to its role in the cytoplasmic cytoskeleton, the Arp2/3 complex also promotes actin polymerization in the nucleus, thereby regulating gene transcription and repair of damaged DNA. The Arp2/3 complex promote [...] 
100	Fructose-bisphosphate aldolase	9606.ENSP00000485952	LOC112694756	Fructose-bisphosphate aldolase; Belongs to the class I fructose-bisphosphate aldolase family.
101	Actin-related protein 2/3 complex subunit 2	9606.ENSP00000295685	ARPC2	Actin-related protein 2/3 complex subunit 2; Actin-binding component of the Arp2/3 complex, a multiprotein complex that mediates actin polymerization upon stimulation by nucleation-promoting factor (NPF). The Arp2/3 complex mediates the formation of branched actin networks in the cytoplasm, providing the force for cell motility. Seems to contact the mother actin filament. In addition to its role in the cytoplasmic cytoskeleton, the Arp2/3 complex also promotes actin polymerization in the nucleus, thereby regulating gene transcription and repair of damaged DNA. The Arp2/3 complex promot [...] 
